query_text,ministry_label
Complaint regarding delay in service by Ex Servicemen Welfare.,Department of Ex Servicemen Welfare
What is the status of my application with Ex Servicemen Welfare?,Department of Ex Servicemen Welfare
I want to file an RTI regarding Ex Servicemen Welfare.,Department of Ex Servicemen Welfare
Requesting information on new schemes under Ex Servicemen Welfare.,Department of Ex Servicemen Welfare
I need the contact details of the nodal officer for Ex Servicemen Welfare.,Department of Ex Servicemen Welfare
Complaint regarding delay in service by Expenditure.,Department of Expenditure
Requesting information on new schemes under Expenditure.,Department of Expenditure
Why is there no response from the local office of Expenditure?,Department of Expenditure
What is the status of my application with Expenditure?,Department of Expenditure
Why is there no response from the local office of Expenditure?,Department of Expenditure
Why is there no response from the local office of Expenditure?,Department of Expenditure
What is the status of my application with Expenditure?,Department of Expenditure
Please provide details about funds allocated to Expenditure.,Department of Expenditure
Requesting information on new schemes under Expenditure.,Department of Expenditure
Why is there no response from the local office of Expenditure?,Department of Expenditure
Requesting information on new schemes under Expenditure.,Department of Expenditure
What is the status of my application with Expenditure?,Department of Expenditure
Please provide details about funds allocated to Expenditure.,Department of Expenditure
What is the status of my application with Expenditure?,Department of Expenditure
Complaint regarding delay in service by Expenditure.,Department of Expenditure
Complaint regarding delay in service by Expenditure.,Department of Expenditure
I want to file an RTI regarding Expenditure.,Department of Expenditure
I need the contact details of the nodal officer for Expenditure.,Department of Expenditure
I want to file an RTI regarding Expenditure.,Department of Expenditure
I want to file an RTI regarding Expenditure.,Department of Expenditure
What is the status of my application with Fertilizers?,Department of Fertilizers
Why is there no response from the local office of Fertilizers?,Department of Fertilizers
Please provide details about funds allocated to Fertilizers.,Department of Fertilizers
Requesting information on new schemes under Fertilizers.,Department of Fertilizers
I need the contact details of the nodal officer for Fertilizers.,Department of Fertilizers
Requesting information on new schemes under Fertilizers.,Department of Fertilizers
Requesting information on new schemes under Fertilizers.,Department of Fertilizers
Requesting information on new schemes under Fertilizers.,Department of Fertilizers
I want to file an RTI regarding Fertilizers.,Department of Fertilizers
Complaint regarding delay in service by Fertilizers.,Department of Fertilizers
Requesting information on new schemes under Fertilizers.,Department of Fertilizers
I need the contact details of the nodal officer for Fertilizers.,Department of Fertilizers
Please provide details about funds allocated to Fertilizers.,Department of Fertilizers
Complaint regarding delay in service by Fertilizers.,Department of Fertilizers
I want to file an RTI regarding Fertilizers.,Department of Fertilizers
I want to file an RTI regarding Fertilizers.,Department of Fertilizers
Complaint regarding delay in service by Fertilizers.,Department of Fertilizers
Requesting information on new schemes under Fertilizers.,Department of Fertilizers
I need the contact details of the nodal officer for Fertilizers.,Department of Fertilizers
Please provide details about funds allocated to Fertilizers.,Department of Fertilizers
I want to file an RTI regarding Savings Account Issue.,Department of Financial Services (Banking Division)
Please provide details about funds allocated to ATM Fraud.,Department of Financial Services (Banking Division)
Requesting information on new schemes under Bank Manager Complaint.,Department of Financial Services (Banking Division)
Why is there no response from the local office of Bank Loan Rejection?,Department of Financial Services (Banking Division)
I want to file an RTI regarding ATM Fraud.,Department of Financial Services (Banking Division)
Why is there no response from the local office of Bank Loan Rejection?,Department of Financial Services (Banking Division)
What is the status of my application with Bank Manager Complaint?,Department of Financial Services (Banking Division)
I want to file an RTI regarding ATM Fraud.,Department of Financial Services (Banking Division)
I need the contact details of the nodal officer for Savings Account Issue.,Department of Financial Services (Banking Division)
